ID_Pedido,Data_Pedido,Nome_Jogo,Categoria,Empresa,Plataforma,Preco_Unitario,Quantidade,ID_Cliente,Edicao_especial
1281,2026-02-26 07:00:00,Injustice 2,herois,NetherRealm,PC,228.9,2,133,True
1282,2026-02-26 04:00:00,Tekken 8,3D,Namco,Playstation,316.11,1,123,True
1283,2026-02-26 12:00:00,Marvel vs Capcom 3,herois,Capcom,PC,99.99,2,129,False
1284,2026-02-26 06:00:00,Street Fighter IV,arcade,Capcom,Playstation,69.5,1,126,False
1285,2026-02-27 13:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,2,129,False
1286,2026-02-27 11:00:00,Tekken 8,3D,Namco,Playstation,225.79,2,105,False
1287,2026-02-27 06:00:00,Street Fighter IV,arcade,Capcom,PC,97.3,2,127,True
1288,2026-02-27 16:00:00,Street Fighter V,arcade,Capcom,Xbox,181.58,2,103,True
1289,2026-02-27 04:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,139.86,1,144,True
1290,2026-02-28 04:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,2,128,True
1291,2026-02-28 18:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,1,119,False
1292,2026-02-28 06:00:00,Tekken 8,3D,Namco,Xbox,225.79,2,110,False
1293,2026-02-28 16:00:00,Tekken 7,3D,Namco,Playstation,245.41,1,149,True
1294,2026-02-28 16:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,2,125,False
1295,2026-03-01 22:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,1,105,False
1296,2026-03-01 12:00:00,Marvel vs Capcom 3,herois,Capcom,Playstation,99.99,1,124,False
1297,2026-03-01 06:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,125.86,2,137,True
1298,2026-03-01 05:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,2,104,False
1299,2026-03-01 03:00:00,Tekken 8,3D,Namco,Xbox,225.79,1,120,False
1300,2026-03-02 00:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,89.9,2,110,False
1301,2026-03-02 17:00:00,Street Fighter VI,arcade,Capcom,Playstation,321.86,1,136,True
1302,2026-03-02 02:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,1,135,True
1303,2026-03-02 19:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,2,115,False
1304,2026-03-02 23:00:00,Street Fighter V,arcade,Capcom,Xbox,181.58,2,147,True
1305,2026-03-03 12:00:00,Marvel vs Capcom 3,herois,Capcom,PC,99.99,1,122,False
1306,2026-03-03 02:00:00,Street Fighter V,arcade,Capcom,PC,129.7,2,123,False
1307,2026-03-03 15:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,349.86,1,144,True
1308,2026-03-03 23:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,1,148,True
1309,2026-03-03 04:00:00,Tekken 7,3D,Namco,Xbox,245.41,2,142,True
1310,2026-03-04 14:00:00,Street Fighter V,arcade,Capcom,PC,129.7,1,136,False
1311,2026-03-04 10:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,139.99,1,137,True
1312,2026-03-04 13:00:00,Street Fighter V,arcade,Capcom,Xbox,129.7,2,125,False
1313,2026-03-04 07:00:00,Street Fighter IV,arcade,Capcom,Xbox,69.5,1,138,False
1314,2026-03-04 00:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,279.99,1,118,True
1315,2026-03-05 15:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,279.99,2,107,True
1316,2026-03-05 05:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,1,119,False
1317,2026-03-05 16:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,1,116,True
1318,2026-03-05 00:00:00,Mortal Kombat X,violento,NetherRealm,PC,139.86,2,103,True
1319,2026-03-05 04:00:00,Injustice 2,herois,NetherRealm,PC,228.9,1,144,True
1320,2026-03-06 03:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,279.86,2,130,True
1321,2026-03-06 18:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,349.86,1,139,True
1322,2026-03-06 01:00:00,Injustice 2,herois,NetherRealm,Xbox,163.5,1,105,False
1323,2026-03-06 21:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,1,120,False
1324,2026-03-06 15:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,1,121,False
1325,2026-03-07 07:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,2,126,False
1326,2026-03-07 12:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,2,103,True
1327,2026-03-07 08:00:00,Injustice 2,herois,NetherRealm,Playstation,163.5,2,142,False
1328,2026-03-07 15:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,349.86,1,127,True
1329,2026-03-07 18:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,199.99,2,127,False
1330,2026-03-08 19:00:00,Tekken 8,3D,Namco,Xbox,225.79,2,111,False
1331,2026-03-08 12:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,2,126,False
1332,2026-03-08 10:00:00,Street Fighter V,arcade,Capcom,PC,181.58,1,103,True
1333,2026-03-08 01:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,139.86,2,132,True
1334,2026-03-08 04:00:00,Tekken 7,3D,Namco,Playstation,175.29,2,112,False
1335,2026-03-09 20:00:00,Tekken 7,3D,Namco,PC,245.41,2,124,True
1336,2026-03-09 16:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,2,105,True
1337,2026-03-09 01:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,1,140,True
1338,2026-03-09 06:00:00,Street Fighter V,arcade,Capcom,Xbox,129.7,1,136,False
1339,2026-03-09 11:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,2,128,False
1340,2026-03-10 13:00:00,Tekken 7,3D,Namco,Xbox,175.29,1,134,False
1341,2026-03-10 19:00:00,Street Fighter IV,arcade,Capcom,PC,69.5,2,130,False
1342,2026-03-10 17:00:00,Tekken 8,3D,Namco,Xbox,225.79,1,104,False
1343,2026-03-10 03:00:00,Street Fighter V,arcade,Capcom,Playstation,129.7,2,111,False
1344,2026-03-10 17:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,199.99,1,106,False
1345,2026-03-11 18:00:00,Street Fighter V,arcade,Capcom,Playstation,181.58,2,115,True
1346,2026-03-11 08:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,1,102,False
1347,2026-03-11 09:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,279.86,1,117,True
1348,2026-03-11 15:00:00,Mortal Kombat 1,violento,NetherRealm,PC,349.86,2,116,True
1349,2026-03-11 01:00:00,Marvel vs Capcom 3,herois,Capcom,PC,99.99,1,131,False
1350,2026-03-12 00:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,2,141,False
1351,2026-03-12 13:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,1,118,False
1352,2026-03-12 13:00:00,Tekken 8,3D,Namco,PC,225.79,2,125,False
1353,2026-03-12 21:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,279.99,2,125,True
1354,2026-03-12 00:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,1,149,False
1355,2026-03-13 06:00:00,Mortal Kombat 1,violento,NetherRealm,PC,249.9,1,131,False
1356,2026-03-13 15:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,279.99,1,113,True
1357,2026-03-13 06:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,139.86,1,103,True
1358,2026-03-13 01:00:00,Street Fighter V,arcade,Capcom,Playstation,129.7,2,133,False
1359,2026-03-13 10:00:00,Tekken 8,3D,Namco,Playstation,316.11,1,144,True
1360,2026-03-14 01:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,125.86,2,132,True
1361,2026-03-14 12:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,1,134,False
1362,2026-03-14 18:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,1,124,False
1363,2026-03-14 01:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,279.86,2,119,True
1364,2026-03-14 11:00:00,Injustice 2,herois,NetherRealm,Xbox,228.9,2,137,True
1365,2026-03-15 03:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,2,109,False
1366,2026-03-15 22:00:00,Street Fighter V,arcade,Capcom,Playstation,181.58,2,104,True
1367,2026-03-15 04:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,1,125,True
1368,2026-03-15 11:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,2,119,False
1369,2026-03-15 18:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,199.99,2,123,False
1370,2026-03-16 12:00:00,Street Fighter V,arcade,Capcom,Playstation,129.7,1,114,False
1371,2026-03-16 22:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,279.99,2,108,True
1372,2026-03-16 06:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,1,107,False
1373,2026-03-16 22:00:00,Street Fighter IV,arcade,Capcom,Playstation,97.3,1,140,True
1374,2026-03-16 10:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,279.99,1,128,True
1375,2026-03-17 03:00:00,Tekken 8,3D,Namco,Playstation,316.11,2,118,True
1376,2026-03-17 20:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,279.99,1,150,True
1377,2026-03-17 16:00:00,Street Fighter IV,arcade,Capcom,Xbox,69.5,1,110,False
1378,2026-03-17 20:00:00,Street Fighter V,arcade,Capcom,Xbox,129.7,2,108,False
1379,2026-03-17 04:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,1,137,True
1380,2026-03-18 03:00:00,Tekken 8,3D,Namco,PC,225.79,2,129,False
1381,2026-03-18 13:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,2,128,False
1382,2026-03-18 09:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,2,144,True
1383,2026-03-18 08:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,199.99,2,135,False
1384,2026-03-18 10:00:00,Street Fighter V,arcade,Capcom,Xbox,181.58,2,126,True
1385,2026-03-19 06:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,125.86,1,148,True
1386,2026-03-19 13:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,199.99,1,148,False
1387,2026-03-19 12:00:00,Street Fighter V,arcade,Capcom,PC,129.7,2,142,False
1388,2026-03-19 01:00:00,Tekken 7,3D,Namco,Xbox,245.41,2,113,True
1389,2026-03-19 09:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,2,127,False
1390,2026-03-20 15:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,279.99,1,139,True
1391,2026-03-20 22:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,199.9,2,110,False
1392,2026-03-20 23:00:00,Street Fighter IV,arcade,Capcom,Playstation,69.5,2,106,False
1393,2026-03-20 12:00:00,Tekken 7,3D,Namco,Playstation,175.29,2,136,False
1394,2026-03-20 18:00:00,Mortal Kombat 11,violento,NetherRealm,PC,279.86,1,112,True
1395,2026-03-21 08:00:00,Tekken 7,3D,Namco,PC,245.41,1,136,True
1396,2026-03-21 12:00:00,Street Fighter V,arcade,Capcom,PC,181.58,1,149,True
1397,2026-03-21 05:00:00,Tekken 7,3D,Namco,PC,245.41,1,149,True
1398,2026-03-21 04:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,1,133,True
1399,2026-03-21 04:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,1,149,False
1400,2026-03-22 14:00:00,Marvel vs Capcom Infinite,herois,Capcom,Xbox,279.99,1,140,True
1401,2026-03-22 06:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,89.9,1,145,False
1402,2026-03-22 07:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,2,111,False
1403,2026-03-22 18:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,249.9,1,136,False
1404,2026-03-22 20:00:00,Tekken 8,3D,Namco,Playstation,316.11,2,130,True
1405,2026-03-23 17:00:00,Tekken 7,3D,Namco,Xbox,175.29,2,139,False
1406,2026-03-23 11:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,1,102,True
1407,2026-03-23 16:00:00,Street Fighter VI,arcade,Capcom,Xbox,321.86,1,149,True
1408,2026-03-23 06:00:00,Marvel vs Capcom 3,herois,Capcom,Playstation,139.99,2,107,True
1409,2026-03-23 00:00:00,Street Fighter IV,arcade,Capcom,PC,97.3,2,141,True
1410,2026-03-24 10:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,1,126,True
1411,2026-03-24 04:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,1,131,False
1412,2026-03-24 14:00:00,Street Fighter V,arcade,Capcom,Playstation,181.58,2,123,True
1413,2026-03-24 05:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,199.99,1,105,False
1414,2026-03-24 17:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,1,141,False
1415,2026-03-25 03:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,1,141,True
1416,2026-03-25 04:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,1,150,True
1417,2026-03-25 13:00:00,Street Fighter V,arcade,Capcom,PC,129.7,2,119,False
1418,2026-03-25 05:00:00,Injustice 2,herois,NetherRealm,PC,228.9,1,149,True
1419,2026-03-25 10:00:00,Injustice 2,herois,NetherRealm,Xbox,228.9,1,132,True
1420,2026-03-26 09:00:00,Tekken 8,3D,Namco,Xbox,225.79,1,113,False
1421,2026-03-26 05:00:00,Injustice 2,herois,NetherRealm,PC,163.5,1,106,False
1422,2026-03-26 10:00:00,Marvel vs Capcom 3,herois,Capcom,PC,99.99,2,147,False
1423,2026-03-26 18:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,125.86,2,111,True
1424,2026-03-26 09:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,1,134,True
1425,2026-03-27 00:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,249.9,2,122,False
1426,2026-03-27 06:00:00,Street Fighter IV,arcade,Capcom,Playstation,97.3,1,123,True
1427,2026-03-27 01:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,2,106,True
1428,2026-03-27 19:00:00,Mortal Kombat 11,violento,NetherRealm,PC,199.9,1,123,False
1429,2026-03-27 10:00:00,Street Fighter IV,arcade,Capcom,Playstation,97.3,2,140,True
1430,2026-03-28 05:00:00,Street Fighter VI,arcade,Capcom,PC,321.86,2,138,True
1431,2026-03-28 12:00:00,Marvel vs Capcom 3,herois,Capcom,Playstation,99.99,2,104,False
1432,2026-03-28 01:00:00,Street Fighter IV,arcade,Capcom,Playstation,69.5,1,134,False
1433,2026-03-28 03:00:00,Injustice 2,herois,NetherRealm,PC,163.5,2,125,False
1434,2026-03-28 07:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,125.86,2,120,True
1435,2026-03-29 20:00:00,Street Fighter V,arcade,Capcom,Playstation,129.7,1,130,False
1436,2026-03-29 05:00:00,Tekken 8,3D,Namco,PC,316.11,1,147,True
1437,2026-03-29 18:00:00,Street Fighter IV,arcade,Capcom,Xbox,69.5,2,128,False
1438,2026-03-29 03:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,249.9,2,125,False
1439,2026-03-29 12:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,199.9,2,143,False
1440,2026-03-30 01:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,1,120,False
1441,2026-03-30 02:00:00,Street Fighter VI,arcade,Capcom,Xbox,321.86,2,118,True
1442,2026-03-30 18:00:00,Street Fighter IV,arcade,Capcom,Xbox,69.5,2,102,False
1443,2026-03-30 15:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,1,145,True
1444,2026-03-30 04:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,89.9,2,137,False
1445,2026-03-31 14:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,2,130,False
1446,2026-03-31 08:00:00,Street Fighter V,arcade,Capcom,Playstation,129.7,1,117,False
1447,2026-03-31 08:00:00,Tekken 7,3D,Namco,PC,175.29,1,142,False
1448,2026-03-31 03:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,1,133,False
1449,2026-03-31 02:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,2,132,True
1450,2026-04-01 23:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,279.99,1,145,True
1451,2026-04-01 18:00:00,Street Fighter IV,arcade,Capcom,PC,69.5,1,122,False
1452,2026-04-01 04:00:00,Street Fighter IV,arcade,Capcom,PC,97.3,1,149,True
1453,2026-04-01 13:00:00,Street Fighter V,arcade,Capcom,Xbox,129.7,2,140,False
1454,2026-04-01 19:00:00,Street Fighter IV,arcade,Capcom,Xbox,69.5,2,146,False
1455,2026-04-02 04:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,2,135,False
1456,2026-04-02 13:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,1,134,True
1457,2026-04-02 19:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,1,121,True
1458,2026-04-02 19:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,1,130,False
1459,2026-04-02 16:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,1,107,True
1460,2026-04-03 23:00:00,Street Fighter V,arcade,Capcom,PC,181.58,1,145,True
1461,2026-04-03 05:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,1,144,True
1462,2026-04-03 13:00:00,Tekken 8,3D,Namco,PC,225.79,2,118,False
1463,2026-04-03 08:00:00,Marvel vs Capcom 3,herois,Capcom,Playstation,99.99,1,147,False
1464,2026-04-03 16:00:00,Street Fighter IV,arcade,Capcom,Xbox,97.3,1,101,True
1465,2026-04-04 02:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,249.9,1,128,False
1466,2026-04-04 11:00:00,Tekken 8,3D,Namco,PC,225.79,1,123,False
1467,2026-04-04 04:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,1,104,True
1468,2026-04-04 13:00:00,Street Fighter IV,arcade,Capcom,Xbox,69.5,2,104,False
1469,2026-04-04 01:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,2,148,True
1470,2026-04-05 13:00:00,Tekken 7,3D,Namco,PC,245.41,2,149,True
1471,2026-04-05 16:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,139.99,1,149,True
1472,2026-04-05 06:00:00,Mortal Kombat 1,violento,NetherRealm,PC,349.86,2,115,True
1473,2026-04-05 05:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,1,143,False
1474,2026-04-05 21:00:00,Marvel vs Capcom Infinite,herois,Capcom,PC,199.99,2,145,False
1475,2026-04-06 12:00:00,Street Fighter IV,arcade,Capcom,PC,97.3,2,135,True
1476,2026-04-06 15:00:00,Mortal Kombat X,violento,NetherRealm,PC,139.86,1,106,True
1477,2026-04-06 03:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,125.86,2,149,True
1478,2026-04-06 17:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,1,150,False
1479,2026-04-06 20:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,2,144,True
1480,2026-04-07 21:00:00,Mortal Kombat 1,violento,NetherRealm,PC,349.86,2,115,True
1481,2026-04-07 14:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,2,138,True
1482,2026-04-07 11:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,2,115,False
1483,2026-04-07 08:00:00,Tekken 7,3D,Namco,Xbox,245.41,1,138,True
1484,2026-04-07 14:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,199.99,2,130,False
1485,2026-04-08 19:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,1,137,True
1486,2026-04-08 17:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,139.99,2,133,True
1487,2026-04-08 21:00:00,Tekken 7,3D,Namco,Playstation,175.29,2,123,False
1488,2026-04-08 23:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,2,132,True
1489,2026-04-08 19:00:00,Tekken 8,3D,Namco,Xbox,316.11,1,132,True
1490,2026-04-09 06:00:00,Street Fighter V,arcade,Capcom,Playstation,181.58,1,106,True
1491,2026-04-09 16:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,1,133,True
1492,2026-04-09 16:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,1,111,False
1493,2026-04-09 20:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,2,110,False
1494,2026-04-09 17:00:00,Mortal Kombat 11,violento,NetherRealm,Xbox,279.86,2,136,True
1495,2026-04-10 16:00:00,Mortal Kombat X,violento,NetherRealm,PC,99.9,2,121,False
1496,2026-04-10 21:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,2,101,False
1497,2026-04-10 18:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,139.86,2,113,True
1498,2026-04-10 10:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,2,128,True
1499,2026-04-10 22:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,1,125,False
1500,2026-04-11 23:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,2,124,False
1501,2026-04-11 20:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,349.86,2,120,True
1502,2026-04-11 03:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,125.86,1,109,True
1503,2026-04-11 20:00:00,Mortal Kombat 1,violento,NetherRealm,PC,249.9,2,118,False
1504,2026-04-11 07:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,1,140,False
1505,2026-04-12 03:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,1,118,True
1506,2026-04-12 20:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,89.9,2,116,False
1507,2026-04-12 15:00:00,Street Fighter VI,arcade,Capcom,PC,321.86,2,137,True
1508,2026-04-12 09:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,2,105,False
1509,2026-04-12 06:00:00,Street Fighter IV,arcade,Capcom,Playstation,69.5,1,133,False
1510,2026-04-13 22:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,89.9,2,120,False
1511,2026-04-13 14:00:00,Marvel vs Capcom Infinite,herois,Capcom,Playstation,279.99,1,150,True
1512,2026-04-13 15:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,1,150,False
1513,2026-04-13 04:00:00,Mortal Kombat X,violento,NetherRealm,Playstation,99.9,1,136,False
1514,2026-04-13 08:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,1,145,False
1515,2026-04-14 07:00:00,Street Fighter IV,arcade,Capcom,Playstation,69.5,1,104,False
1516,2026-04-14 14:00:00,Injustice 2,herois,NetherRealm,Xbox,228.9,1,125,True
1517,2026-04-14 06:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,1,142,True
1518,2026-04-14 18:00:00,Street Fighter VI,arcade,Capcom,PC,321.86,2,132,True
1519,2026-04-14 03:00:00,Injustice 2,herois,NetherRealm,Playstation,163.5,1,105,False
1520,2026-04-15 08:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,2,134,False
1521,2026-04-15 10:00:00,Street Fighter VI,arcade,Capcom,PC,229.9,1,125,False
1522,2026-04-15 01:00:00,Street Fighter VI,arcade,Capcom,PC,321.86,1,116,True
1523,2026-04-15 03:00:00,Tekken 7,3D,Namco,Xbox,175.29,1,102,False
1524,2026-04-15 21:00:00,Street Fighter VI,arcade,Capcom,Xbox,321.86,1,131,True
1525,2026-04-16 06:00:00,Street Fighter VI,arcade,Capcom,Xbox,229.9,1,128,False
1526,2026-04-16 01:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,89.9,1,115,False
1527,2026-04-16 16:00:00,Tekken 7,3D,Namco,Xbox,245.41,1,126,True
1528,2026-04-16 03:00:00,Injustice 2,herois,NetherRealm,PC,163.5,1,117,False
1529,2026-04-16 03:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,125.86,1,145,True
1530,2026-04-17 19:00:00,Injustice Gods Among Us,herois,NetherRealm,PC,89.9,2,141,False
1531,2026-04-17 18:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,249.9,1,123,False
1532,2026-04-17 10:00:00,Tekken 7,3D,Namco,Playstation,245.41,1,138,True
1533,2026-04-17 09:00:00,Street Fighter VI,arcade,Capcom,Playstation,229.9,1,119,False
1534,2026-04-17 19:00:00,Street Fighter IV,arcade,Capcom,Playstation,69.5,1,132,False
1535,2026-04-18 15:00:00,Street Fighter IV,arcade,Capcom,PC,69.5,2,114,False
1536,2026-04-18 15:00:00,Tekken 8,3D,Namco,PC,225.79,1,105,False
1537,2026-04-18 21:00:00,Street Fighter IV,arcade,Capcom,PC,69.5,1,105,False
1538,2026-04-18 20:00:00,Tekken 7,3D,Namco,PC,245.41,1,135,True
1539,2026-04-18 20:00:00,Injustice Gods Among Us,herois,NetherRealm,Playstation,125.86,1,109,True
1540,2026-04-19 09:00:00,Mortal Kombat 11,violento,NetherRealm,PC,199.9,2,133,False
1541,2026-04-19 00:00:00,Street Fighter IV,arcade,Capcom,PC,97.3,2,125,True
1542,2026-04-19 20:00:00,Mortal Kombat 1,violento,NetherRealm,PC,349.86,1,121,True
1543,2026-04-19 00:00:00,Marvel vs Capcom 3,herois,Capcom,Xbox,99.99,1,126,False
1544,2026-04-19 16:00:00,Tekken 8,3D,Namco,Xbox,225.79,1,145,False
1545,2026-04-20 23:00:00,Tekken 8,3D,Namco,Playstation,225.79,2,115,False
1546,2026-04-20 15:00:00,Marvel vs Capcom 3,herois,Capcom,PC,139.99,1,118,True
1547,2026-04-20 19:00:00,Street Fighter V,arcade,Capcom,Playstation,129.7,1,139,False
1548,2026-04-20 09:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,125.86,1,101,True
1549,2026-04-20 19:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,349.86,2,134,True
1550,2026-04-21 11:00:00,Injustice 2,herois,NetherRealm,Playstation,163.5,1,148,False
1551,2026-04-21 22:00:00,Mortal Kombat X,violento,NetherRealm,Xbox,99.9,2,144,False
1552,2026-04-21 10:00:00,Mortal Kombat 1,violento,NetherRealm,Xbox,249.9,2,135,False
1553,2026-04-21 07:00:00,Injustice 2,herois,NetherRealm,Playstation,228.9,1,105,True
1554,2026-04-21 14:00:00,Mortal Kombat 11,violento,NetherRealm,Playstation,199.9,1,140,False
1555,2026-04-22 05:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,89.9,2,114,False
1556,2026-04-22 00:00:00,Tekken 8,3D,Namco,PC,225.79,1,142,False
1557,2026-04-22 10:00:00,Mortal Kombat 1,violento,NetherRealm,Playstation,249.9,1,111,False
1558,2026-04-22 02:00:00,Injustice 2,herois,NetherRealm,PC,163.5,2,120,False
1559,2026-04-22 07:00:00,Street Fighter IV,arcade,Capcom,Playstation,97.3,2,121,True
1560,2026-04-23 17:00:00,Street Fighter VI,arcade,Capcom,PC,321.86,1,136,True
1561,2026-04-23 05:00:00,Injustice Gods Among Us,herois,NetherRealm,Xbox,89.9,2,118,False
1562,2026-04-23 02:00:00,Street Fighter IV,arcade,Capcom,PC,97.3,1,107,True
